year,wareki,month,day,text,forTransText,english,ov150words
729,天平1,8,5,陸奥鎮守の兵と三関の兵士は，3等に分け勇猛ぶり・姓名・年紀・居貫・軍役年数など記録して上奏させる〔続日本紀〕.,陸奥鎮守の兵と三関の兵士は，3等に分け勇猛ぶり・姓名・年紀・居貫・軍役年数など記録して上奏させる,,2
730,天平2,,,この年越前の某郡の戸数1019戸（房戸ヵ）のうち920戸が等外戸で義倉用の粟を納めず〔大1-424〕.,この年越前の某郡の戸数1019戸（房戸ヵ）のうち920戸が等外戸で義倉用の粟を納めず,,2
731,天平3,2,26,この日付で越前国の天平2年度大税の収支決算を中央に報告〔大1-428〕.,この日付で越前国の天平2年度大税の収支決算を中央に報告,,2
731,天平3,7,26,国判により，越前国丹生郡岡本郷戸主佐味入麻呂に丹生郡椿原村の墾田を給する〔大18の2-186〕.,国判により，越前国丹生郡岡本郷戸主佐味入麻呂に丹生郡椿原村の墾田を給する,,2
731,天平3,12,10,気比神に従三位料として封200戸を与える〔新抄格勅符抄〕.,気比神に従三位料として封200戸を与える,,2
732,天平4,10,3,造客館司を初めて設置〔続日本紀〕.,造客館司を初めて設置,,2
732,天平4,,,この年検舶使や官符逓送使が越前国に来る〔大1-461〕.,この年検舶使や官符逓送使が越前国に来る,,2
733,天平5,1,1,越前国より白烏を献上〔続日本紀〕.,越前国より白烏を献上,,2
733,天平5,-3,6,この日付で越前国の天平4年度郡稲の収支決算を中央に報告〔大1-461〕.,この日付で越前国の天平4年度郡稲の収支決算を中央に報告,,2
733,天平5,,,この年山背国愛宕郡某郷計帳が作成される〔大1-505〕.,この年山背国愛宕郡某郷計帳が作成される,,2
734,天平6,7,13,筑紫大宰府が越前国へあてた7月2日付の符が出雲国へ到る〔大1-586〕.,筑紫大宰府が越前国へあてた7月2日付の符が出雲国へ到る,,2
734,天平6,,,この年検税使算計法で北陸道は2800寸をもって石法とする〔延暦交替式〕.,この年検税使算計法で北陸道は2800寸をもって石法とする,,2
735,天平7,5,,品治部依麻呂，越前国江沼郡山背郷から逃亡〔大2-273〕.,品治部依麻呂，越前国江沼郡山背郷から逃亡,,2
736,天平8,,,この年泰澄，玄昉に会い十一面経を与えられたと伝える〔泰澄和尚伝〕.,この年泰澄，玄昉に会い十一面経を与えられたと伝える,,2
737,天平9,4,,酒人部足国，越前国江沼郡山背郷から逃亡〔大2-273〕.,酒人部足国，越前国江沼郡山背郷から逃亡,,2
737,天平9,5,,江沼臣族色取，越前国江沼郡山背郷から逃亡〔大2-273〕.,江沼臣族色取，越前国江沼郡山背郷から逃亡,,2
737,天平9,7,5,大倭(大和)・伊豆・若狭の3か国の飢疫の百姓に賑給〔続日本紀〕.,大倭(大和)・伊豆・若狭の3か国の飢疫の百姓に賑給,,2
737,天平9,,,この年春，筑紫より疱瘡起こり，夏秋，全国に蔓延し多数死亡〔続日本紀〕.／泰澄，流行した疱瘡を鎮め，大和尚位を与えられ泰澄と名のったと伝える〔泰澄和尚伝〕.,この年春，筑紫より疱瘡起こり，夏秋，全国に蔓延し多数死亡,,2
738,天平10,1,13,阿倍内親王を皇太子とする.,阿倍内親王を皇太子とする.,,2
738,天平10,10,25,巡察使を七道に派遣〔続日本紀〕.,巡察使を七道に派遣,,2
739,天平11,5,25,三関・辺要地を除く諸国の兵士を停止.,三関・辺要地を除く諸国の兵士を停止.,,2
740,天平12,6,15,この日大赦があるが，これ以前に越前国に配流となった中臣宅守は赦されず〔続日本紀〕.,この日大赦があるが，これ以前に越前国に配流となった中臣宅守は赦されず,,2
740,天平12,9,3,藤原広嗣挙兵.大野東人を大将軍として討伐に向かわせる.,藤原広嗣挙兵.大野東人を大将軍として討伐に向かわせる.,,2
740,天平12,,,この年越前国江沼郡山背郷計帳が作成される〔大2-273〕.,この年越前国江沼郡山背郷計帳が作成される,,2
741,天平13,2,14,諸国に国分寺・国分尼寺建立の詔を出す.,諸国に国分寺・国分尼寺建立の詔を出す.,,2
742,天平14,2,14,聖武天皇，金字金光明最勝王経を諸国の塔ごとに安置させる.,聖武天皇，金字金光明最勝王経を諸国の塔ごとに安置させる.,,2
743,天平15,5,27,墾田永年私財法で位階に応じた墾田私有を容認.,墾田永年私財法で位階に応じた墾田私有を容認.,,2
743,天平15,10,15,金銅盧舎那仏（大仏）造立の詔.,金銅盧舎那仏（大仏）造立の詔.,,2
743,天平15,10,16,東海・東山・北陸道の25か国に，調庸物を紫香楽宮に貢進させる〔続日本紀〕.,東海・東山・北陸道の25か国に，調庸物を紫香楽宮に貢進させる,,2
744,天平16,9,15,巡察使を畿内七道に派遣.従五位下石川東人を北陸道の巡察使に任じる〔続日本紀〕.,巡察使を畿内七道に派遣.従五位下石川東人を北陸道の巡察使に任じる,,2
744,天平16,,,この年越前国足羽郡野田郷戸主額田国依が溝を掘り開く〔大18の2-170〕.／東大寺田使が寺家田のために国依が開いた溝口をさらに広くする〔大18の2-170〕.,この年越前国足羽郡野田郷戸主額田国依が溝を掘り開く,,2
745,天平17,9,18,従五位上佐味虫麻呂を越前守に任じる〔続日本紀〕.,従五位上佐味虫麻呂を越前守に任じる,,2
745,天平17,9,21,越前国敦賀郡与祥郷の大神黒麻呂，東大寺に貢進される〔大25-81〕.,越前国敦賀郡与祥郷の大神黒麻呂，東大寺に貢進される,,2
746,天平18,4,5,諸道鎮撫使を任じる.中納言従三位巨勢奈弖麻呂に北陸山陰両道の鎮撫使を兼任させる〔続日本紀〕.,諸道鎮撫使を任じる.中納言従三位巨勢奈弖麻呂に北陸山陰両道の鎮撫使を兼任させる,,2
746,天平18,6,21,従五位下藤原宿奈麻呂（良継）を越前守に任じる〔続日本紀〕.,従五位下藤原宿奈麻呂（良継）を越前守に任じる,,2
746,天平18,9,14,従五位下大伴駿河麻呂を越前守に任じる〔続日本紀〕.,従五位下大伴駿河麻呂を越前守に任じる,,2
747,天平19,9,21,金光明寺に食封1000戸をあてる勅のなかに越前国丹生郡の50戸あり〔東大寺要録〕.,金光明寺に食封1000戸をあてる勅のなかに越前国丹生郡の50戸あり,,2
747,天平19,11,4,従五位上茨田王を越前守に任じる〔続日本紀〕.,従五位上茨田王を越前守に任じる,,2
748,天平20,11,11,西海に異賊来襲.夜敦賀で地震あり，久志川浜辺に数千の緑松が出現し，白鷺が樹上に群集し，賊船は悉く沈没する.この奇瑞により，宮社造営の宣旨ありと伝える〔気比宮社記〕.,西海に異賊来襲.夜敦賀で地震あり，久志川浜辺に数千の緑松が出現し，白鷺が樹上に群集し，賊船は悉く沈没する.この奇瑞により，宮社造営の宣旨ありと伝える,,2
749,天平感宝1,4,1,聖武天皇，東大寺に向かい，諸寺に墾田地を施入する詔を出す.それにより興福寺は越前国丹生・大野・坂井郡の田地601町9段158歩を領得.東大寺も墾田占定へ動き出す〔続日本紀，三代実録〕.,聖武天皇，東大寺に向かい，諸寺に墾田地を施入する詔を出す.それにより興福寺は越前国丹生・大野・坂井郡の田地601町9段158歩を領得.東大寺も墾田占定へ動き出す,,2
749,天平感宝1,5,,東大寺野占使が4月1日詔により越前国足羽郡内で栗川荘となる野地を占定〔大18の2-168〕.,東大寺野占使が4月1日詔により越前国足羽郡内で栗川荘となる野地を占定,,2
749,天平感宝1,-5,4,越前国司が4月1日詔により東大寺のために寺田を占定〔大18の2-186〕.,越前国司が4月1日詔により東大寺のために寺田を占定,,2
749,天平感宝1,8,14,越前国足羽郡司が，先に東大寺が占定した栗川荘田8段を別鷹山の父豊足に判給〔大18の2-168〕.,越前国足羽郡司が，先に東大寺が占定した栗川荘田8段を別鷹山の父豊足に判給,,2
750,天平勝宝2,2,23,東大寺に封戸3500戸をまして5000戸とする〔続日本紀〕.,東大寺に封戸3500戸をまして5000戸とする,,2
751,天平勝宝3,6,8,紫微中台舎人として敦賀石川・江沼道足あり〔大12-1〕.,紫微中台舎人として敦賀石川・江沼道足あり,,2
751,天平勝宝3,9,4,富民が私稲・財物を出挙して宅地を質にとる事を禁止.,富民が私稲・財物を出挙して宅地を質にとる事を禁止.,,2
752,天平勝宝4,4,9,東大寺大仏開眼供養.聖武太上天皇・光明皇太后，臨席.,東大寺大仏開眼供養.聖武太上天皇・光明皇太后，臨席.,,2
752,天平勝宝4,5,26,従五位下粟田奈勢麻呂を越前守に任じる〔続日本紀〕.,従五位下粟田奈勢麻呂を越前守に任じる,,2
752,天平勝宝4,10,25,東大寺にあてられた封1000戸からの輸納物について，造東大寺司が三綱所に報告.1000戸のうち若狭国は遠敷郡玉置郷50戸〔大18の1-4〕.,東大寺にあてられた封1000戸からの輸納物について，造東大寺司が三綱所に報告.1000戸のうち若狭国は遠敷郡玉置郷50戸,,2
753,天平勝宝5,,,,0,,2
754,天平勝宝6,1,16,入唐副使大伴古麻呂，鑑真・法進ら唐僧8人をともない帰国.,入唐副使大伴古麻呂，鑑真・法進ら唐僧8人をともない帰国.,,2
754,天平勝宝6,2,7,越前国坂井郡桑原荘の運営には必ず曽祢乙麻呂と生江東人の2人が共同であたるように東大寺が命じる〔大4-52〕.,越前国坂井郡桑原荘の運営には必ず曽祢乙麻呂と生江東人の2人が共同であたるように東大寺が命じる,,2
754,天平勝宝6,5,14,越前国坂井郡桑原荘の運営には必ず曽祢乙麻呂と生江東人の2人が共同であたるように東大寺が命じる〔大4-52〕.,越前国坂井郡桑原荘の運営には必ず曽祢乙麻呂と生江東人の2人が共同であたるように東大寺が命じる,,2
754,天平勝宝6,-10,,検米使が越前国の公廨米の欠損状況を上申〔大4-29〕.,検米使が越前国の公廨米の欠損状況を上申,,2
754,天平勝宝6,11,1,諸道巡察使を任じる.従五位下藤原武良志を北陸道巡察使に任じる〔続日本紀〕.,諸道巡察使を任じる.従五位下藤原武良志を北陸道巡察使に任じる,,2
755,天平勝宝7,3,9,東大寺が大伴麻呂より越前国坂井郡堀江郷の桑原荘となる野地を買得したことを越前国司が認める〔大4-49〕.,東大寺が大伴麻呂より越前国坂井郡堀江郷の桑原荘となる野地を買得したことを越前国司が認める,,2
755,天平勝宝7,4,5,越前国坂井郡桑原荘所の決算報告書は安都雄足が曽祢乙麻呂・生江東人を率いて作成するようにと，東大寺が命じる〔大4-52〕.,越前国坂井郡桑原荘所の決算報告書は安都雄足が曽祢乙麻呂・生江東人を率いて作成するようにと，東大寺が命じる,,2
755,天平勝宝7,5,3,曽祢乙麻呂・生江東人・安都雄足が3名連署で越前国坂井郡桑原荘所の決算を東大寺に報告〔大4-52〕.,曽祢乙麻呂・生江東人・安都雄足が3名連署で越前国坂井郡桑原荘所の決算を東大寺に報告,,2
755,天平勝宝7,7,23,越前国医師従八位上六人部東人，知識を率い一切経律論を書写〔大25-195〕.,越前国医師従八位上六人部東人，知識を率い一切経律論を書写,,2
755,天平勝宝7,9,26,村部豊嶋が越前国の公廨米の残存状況を報告〔大4-76〕.,村部豊嶋が越前国の公廨米の残存状況を報告,,2
755,天平勝宝7,12,23,従五位下佐伯美濃麻呂を越前守に任じる〔続日本紀〕.,従五位下佐伯美濃麻呂を越前守に任じる,,2
755,天平勝宝7,,,この年越前国坂井郡堀江郷の別長嶋が子見村の田2段余を東大寺に売る〔大18の2-186〕.／越前国江沼郡幡生荘が橘大夫人より東大寺に施入される〔平2783〕.,この年越前国坂井郡堀江郷の別長嶋が子見村の田2段余を東大寺に売る,,2
756,天平勝宝8,2,1,曽祢乙麻呂が勝宝7歳2月1日から1年間の越前国坂井郡桑原荘所の決算を東大寺に上申〔大18の9-264〕.,曽祢乙麻呂が勝宝7歳2月1日から1年間の越前国坂井郡桑原荘所の決算を東大寺に上申,,2
756,天平勝宝8,2,27,越前国足羽郡出身の大工正六位上益田縄手の造大殿所の勤務日数が報告される〔大25-147〕.,越前国足羽郡出身の大工正六位上益田縄手の造大殿所の勤務日数が報告される,,2
756,天平勝宝8,5,3,前日の聖武天皇の死去により三関を固守〔続日本紀〕.,前日の聖武天皇の死去により三関を固守,,2
757,天平宝字1,2,1,曽祢乙麻呂が勝宝8歳2月1日から1年間の越前国坂井郡桑原荘所の決算を東大寺に上申〔大18の9-268〕.,曽祢乙麻呂が勝宝8歳2月1日から1年間の越前国坂井郡桑原荘所の決算を東大寺に上申,,2
757,天平宝字1,3,20,越前国坂井郡荒墓郷の高椅縄麻呂が串方村3町2段余の墾田を左京六条二坊の間人鷹養に売る〔大18の2-186〕.,越前国坂井郡荒墓郷の高椅縄麻呂が串方村3町2段余の墾田を左京六条二坊の間人鷹養に売る,,2
